claim_id,claim_text_or_token,value,source_file_and_field,evidence_date,evidence_role,page_audience,status,action
data:e19_current_evidence.cache.execution_only_cm_over_bitset_50.12,e19_current_evidence.cache.execution_only_cm_over_bitset_50.12,3.868535791425328,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.cache.execution_only_cm_over_bitset_50.16,e19_current_evidence.cache.execution_only_cm_over_bitset_50.16,2.799537147021495,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.cache.evaluations,e19_current_evidence.cache.evaluations,50,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[0].live_k,e19_current_evidence.family.cm_cache_over_bitset[0].live_k,8,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[0].family_size,e19_current_evidence.family.cm_cache_over_bitset[0].family_size,25,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[0].ratio,e19_current_evidence.family.cm_cache_over_bitset[0].ratio,26.451705941754376,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[1].live_k,e19_current_evidence.family.cm_cache_over_bitset[1].live_k,12,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[1].family_size,e19_current_evidence.family.cm_cache_over_bitset[1].family_size,25,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[1].ratio,e19_current_evidence.family.cm_cache_over_bitset[1].ratio,12.061643910507991,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[2].live_k,e19_current_evidence.family.cm_cache_over_bitset[2].live_k,16,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[2].family_size,e19_current_evidence.family.cm_cache_over_bitset[2].family_size,25,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
data:e19_current_evidence.family.cm_cache_over_bitset[2].ratio,e19_current_evidence.family.cm_cache_over_bitset[2].ratio,5.25122223162259,"docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_process_local_summary.csv :: cm_persistent_cache_no_reinflate_time_s_median / bitset_time_s_median | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/cache_reuse50_summary.csv :: ratio_cm_hybrid_no_reinflate_cached_over_bitset_cached | docs/audits/2026-08-25-cm-deep-performance/reruns/campaign-20260826-132038/family_high_reuse_summary.csv :: ratio_cm_cache_over_bitset_median | partial context summary CSVs :: speedup and total-time fields, selected by n/context count/fixed fraction | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v2_summary.json, docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/trace_overhead_v3_sample16_summary.json :: ratio_median and gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/WORKLOAD-MANIFEST-TEMPLATE-VALIDATION.json :: validation and readiness fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/campaign-20260826-154541/runpod_dependency_feasibility_run3/dependency_runpod_audit_run3_2026_08_26.json :: pods, total_cost_usd, build_astutils_wheel, download_binary_targets | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/DP-R2-OUTPUT-BUDGET-PROBE.json :: cases[] and measurement_scope | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/dpr3_trace_overhead_smoke_summary.json :: ratio and exactness/gate fields | docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/focused_pytest.xml and docs/audits/2026-08-25-cm-deep-performance/remaining-work/three-lane-20260827-011536/full_pytest.xml :: testsuite attributes plus testcase count | deliverables_n22_24/master_explainer_2026_08_03/website_audit_2026-08-27/ACCEPTED-LATE-EVIDENCE.json :: section-level accepted non-benchmark evidence extraction",2026-08-26,validation state; not benchmark evidence,generated payload in all five pages; rendered by shared figures/content where applicable,current,retained or added from authoritative artifact
