source,line,literal,context,classification
cm_master_shared.js,347,0.5,const cx = padL + bandW * (gi + 0.5);,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,348,1,const total = series.length * inner + (series.length - 1) * 2;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,348,2,const total = series.length * inner + (series.length - 1) * 2;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,351,0,if (v == null || (isLog && v <= 0)) return;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,352,2,const bx = cx - total / 2 + si * (inner + 2);,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,352,2,const bx = cx - total / 2 + si * (inner + 2);,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,353,1,"const by = y(v), bh = Math.max(1, padT + plotH - by);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,354,4,"const r = Math.min(4, bh / 2);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,354,2,"const r = Math.min(4, bh / 2);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,359,3,"bindTip(bar, `<b>${grp.label} · ${s.label}</b><span class=""r"">${cfg.fmtVal ? cfg.fmtVal(v) : f(v, 3)}</span>` +","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,363,2,"g.append(el(""text"", { x: bx + inner / 2, y: by - 6, class: ""val"", ""text-anchor"": ""middle"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,363,6,"g.append(el(""text"", { x: bx + inner / 2, y: by - 6, class: ""val"", ""text-anchor"": ""middle"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,364,10.5,"""font-size"": 10.5 },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,365,2,"[document.createTextNode(cfg.fmtVal ? cfg.fmtVal(v) : f(v, 2))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,368,18,"g.append(el(""text"", { x: cx, y: padT + plotH + 18, class: ""lab"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,370,33,"if (grp.sub) g.append(el(""text"", { x: cx, y: padT + plotH + 33, class: ""tick"", ""text-anchor"": ""middle"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,371,11,"""font-size"": 11 }, [document.createTextNode(grp.sub)]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,376,2,"/* ------------------------------------- dumbbell (2 series, horizontal cats) */","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,378,900,"const W = cfg.width || 900, padL = cfg.padL || 175, padR = 30, padT = 26, rowH = cfg.rowH || 24;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,378,175,"const W = cfg.width || 900, padL = cfg.padL || 175, padR = 30, padT = 26, rowH = cfg.rowH || 24;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,378,30,"const W = cfg.width || 900, padL = cfg.padL || 175, padR = 30, padT = 26, rowH = cfg.rowH || 24;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,378,26,"const W = cfg.width || 900, padL = cfg.padL || 175, padR = 30, padT = 26, rowH = cfg.rowH || 24;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,378,24,"const W = cfg.width || 900, padL = cfg.padL || 175, padR = 30, padT = 26, rowH = cfg.rowH || 24;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,379,48,const H = padT + cats.length * rowH + 48;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,380,0,"const x = linScale(cfg.domain[0], cfg.domain[1], padL, W - padR);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,380,1,"const x = linScale(cfg.domain[0], cfg.domain[1], padL, W - padR);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,381,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,381,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,382,0,"niceTicks(cfg.domain[0], cfg.domain[1], 6).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,382,1,"niceTicks(cfg.domain[0], cfg.domain[1], 6).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,382,6,"niceTicks(cfg.domain[0], cfg.domain[1], 6).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,383,6,"g.append(el(""line"", { x1: x(t), x2: x(t), y1: padT - 6, y2: padT + cats.length * rowH,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,384,1,"stroke: ""var(--grid)"", ""stroke-width"": 1 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,385,18,"g.append(el(""text"", { x: x(t), y: padT + cats.length * rowH + 18, class: ""tick"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,386,2,"[document.createTextNode(f(t, 2))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,389,12,"g.append(el(""line"", { x1: x(cfg.ref), x2: x(cfg.ref), y1: padT - 12, y2: padT + cats.length * rowH,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,390,1.5,"stroke: ""var(--ref)"", ""stroke-width"": 1.5 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,391,17,"g.append(el(""text"", { x: x(cfg.ref), y: padT - 17, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,392,1.00,"[document.createTextNode(""parity 1.00"")]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,394,2,"g.append(el(""text"", { x: (padL + W - padR) / 2, y: H - 8, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,394,8,"g.append(el(""text"", { x: (padL + W - padR) / 2, y: H - 8, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,397,2,const cy = padT + i * rowH + rowH / 2;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,398,12,"g.append(el(""text"", { x: padL - 12, y: cy + 4, class: ""lab"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,398,4,"g.append(el(""text"", { x: padL - 12, y: cy + 4, class: ""lab"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,401,2,"stroke: ""var(--axis)"", ""stroke-width"": 2, ""stroke-linecap"": ""round"" }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,402,4.5,"g.append(el(""circle"", { cx: x(c.b), cy, r: 4.5, fill: S2, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,402,1,"g.append(el(""circle"", { cx: x(c.b), cy, r: 4.5, fill: S2, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,402,2,"g.append(el(""circle"", { cx: x(c.b), cy, r: 4.5, fill: S2, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,403,4.5,"g.append(el(""circle"", { cx: x(c.a), cy, r: 4.5, fill: S1, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,403,1,"g.append(el(""circle"", { cx: x(c.a), cy, r: 4.5, fill: S1, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,403,2,"g.append(el(""circle"", { cx: x(c.a), cy, r: 4.5, fill: S1, stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,404,4,"const hit = el(""rect"", { x: padL - 4, y: cy - rowH / 2, width: W - padR - padL + 8, height: rowH, class: ""hit"" });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,404,2,"const hit = el(""rect"", { x: padL - 4, y: cy - rowH / 2, width: W - padR - padL + 8, height: rowH, class: ""hit"" });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,404,8,"const hit = el(""rect"", { x: padL - 4, y: cy - rowH / 2, width: W - padR - padL + 8, height: rowH, class: ""hit"" });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,405,4,"bindTip(hit, `<b>${c.label}</b><span class=""r"">${cfg.aLabel}: ${f(c.a, 4)}<br>${cfg.bLabel}: ${f(c.b, 4)}</span>` +","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,405,4,"bindTip(hit, `<b>${c.label}</b><span class=""r"">${cfg.aLabel}: ${f(c.a, 4)}<br>${cfg.bLabel}: ${f(c.b, 4)}</span>` +","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,414,900,"const W = cfg.width || 900, padL = cfg.padL || 78, padR = cfg.padR || 30, padT = 24, padB = 58;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,414,78,"const W = cfg.width || 900, padL = cfg.padL || 78, padR = cfg.padR || 30, padT = 24, padB = 58;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,414,30,"const W = cfg.width || 900, padL = cfg.padL || 78, padR = cfg.padR || 30, padT = 24, padB = 58;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,414,24,"const W = cfg.width || 900, padL = cfg.padL || 78, padR = cfg.padR || 30, padT = 24, padB = 58;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,414,58,"const W = cfg.width || 900, padL = cfg.padL || 78, padR = cfg.padR || 30, padT = 24, padB = 58;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,415,320,"const H = cfg.height || 320, plotW = W - padL - padR, plotH = H - padT - padB;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,416,0,"const x = cfg.logX ? logScale(cfg.xDomain[0], cfg.xDomain[1], padL, W - padR)","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,416,1,"const x = cfg.logX ? logScale(cfg.xDomain[0], cfg.xDomain[1], padL, W - padR)","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,417,0,": linScale(cfg.xDomain[0], cfg.xDomain[1], padL, W - padR);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,417,1,": linScale(cfg.xDomain[0], cfg.xDomain[1], padL, W - padR);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,418,0,"const y = cfg.logY ? logScale(cfg.yDomain[0], cfg.yDomain[1], padT + plotH, padT)","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,418,1,"const y = cfg.logY ? logScale(cfg.yDomain[0], cfg.yDomain[1], padT + plotH, padT)","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,419,0,": linScale(cfg.yDomain[0], cfg.yDomain[1], padT + plotH, padT);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,419,1,": linScale(cfg.yDomain[0], cfg.yDomain[1], padT + plotH, padT);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,420,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,420,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,422,0,"(cfg.logY ? logTicks(cfg.yDomain[0], cfg.yDomain[1]) : niceTicks(cfg.yDomain[0], cfg.yDomain[1], 5)).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,422,1,"(cfg.logY ? logTicks(cfg.yDomain[0], cfg.yDomain[1]) : niceTicks(cfg.yDomain[0], cfg.yDomain[1], 5)).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,422,0,"(cfg.logY ? logTicks(cfg.yDomain[0], cfg.yDomain[1]) : niceTicks(cfg.yDomain[0], cfg.yDomain[1], 5)).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,422,1,"(cfg.logY ? logTicks(cfg.yDomain[0], cfg.yDomain[1]) : niceTicks(cfg.yDomain[0], cfg.yDomain[1], 5)).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,422,5,"(cfg.logY ? logTicks(cfg.yDomain[0], cfg.yDomain[1]) : niceTicks(cfg.yDomain[0], cfg.yDomain[1], 5)).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,423,1,"g.append(el(""line"", { x1: padL, x2: W - padR, y1: y(t), y2: y(t), stroke: ""var(--grid)"", ""stroke-width"": 1 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,424,10,"g.append(el(""text"", { x: padL - 10, y: y(t) + 4, class: ""tick"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,424,4,"g.append(el(""text"", { x: padL - 10, y: y(t) + 4, class: ""tick"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,425,2,"[document.createTextNode(cfg.fmtY ? cfg.fmtY(t) : f(t, 2))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,427,0,"(cfg.xTicks || (cfg.logX ? logTicks(cfg.xDomain[0], cfg.xDomain[1]) : niceTicks(cfg.xDomain[0], cfg.xDomain[1], 6)))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,427,1,"(cfg.xTicks || (cfg.logX ? logTicks(cfg.xDomain[0], cfg.xDomain[1]) : niceTicks(cfg.xDomain[0], cfg.xDomain[1], 6)))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,427,0,"(cfg.xTicks || (cfg.logX ? logTicks(cfg.xDomain[0], cfg.xDomain[1]) : niceTicks(cfg.xDomain[0], cfg.xDomain[1], 6)))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,427,1,"(cfg.xTicks || (cfg.logX ? logTicks(cfg.xDomain[0], cfg.xDomain[1]) : niceTicks(cfg.xDomain[0], cfg.xDomain[1], 6)))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,427,6,"(cfg.xTicks || (cfg.logX ? logTicks(cfg.xDomain[0], cfg.xDomain[1]) : niceTicks(cfg.xDomain[0], cfg.xDomain[1], 6)))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,429,18,"g.append(el(""text"", { x: x(t), y: padT + plotH + 18, class: ""tick"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,430,0,"[document.createTextNode(cfg.fmtX ? cfg.fmtX(t) : f(t, 0))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,433,1,"stroke: ""var(--axis)"", ""stroke-width"": 1 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,436,1.5,"stroke: ""var(--ref)"", ""stroke-width"": 1.5, ""stroke-dasharray"": ""4 3"" }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,436,4,"stroke: ""var(--ref)"", ""stroke-width"": 1.5, ""stroke-dasharray"": ""4 3"" }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,436,3,"stroke: ""var(--ref)"", ""stroke-width"": 1.5, ""stroke-dasharray"": ""4 3"" }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,437,2,"g.append(el(""text"", { x: W - padR - 2, y: y(cfg.ref) - 6, class: ""axtitle"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,437,6,"g.append(el(""text"", { x: W - padR - 2, y: y(cfg.ref) - 6, class: ""axtitle"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,438,1.00,"[document.createTextNode(cfg.refLabel || ""parity 1.00"")]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,440,16,"g.append(el(""text"", { x: 16, y: padT + plotH / 2, class: ""axtitle"", ""text-anchor"": ""middle"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,440,2,"g.append(el(""text"", { x: 16, y: padT + plotH / 2, class: ""axtitle"", ""text-anchor"": ""middle"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,441,90,"transform: `rotate(-90 16 ${padT + plotH / 2})` },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,441,16,"transform: `rotate(-90 16 ${padT + plotH / 2})` },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,441,2,"transform: `rotate(-90 16 ${padT + plotH / 2})` },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,443,2,"g.append(el(""text"", { x: padL + plotW / 2, y: H - 8, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,443,8,"g.append(el(""text"", { x: padL + plotW / 2, y: H - 8, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,449,2,"g.append(el(""path"", { d, fill: ""none"", stroke: s.color, ""stroke-width"": 2,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,454,4.5,"g.append(el(""circle"", { cx: x(p.x), cy: y(p.y), r: s.r || 4.5, fill: s.color,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,455,1,"stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,455,2,"stroke: ""var(--surface-1)"", ""stroke-width"": 2 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,456,13,"const hit = el(""circle"", { cx: x(p.x), cy: y(p.y), r: 13, class: ""hit"" });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,460,0,"g.append(el(""text"", { x: x(p.x) + (p.dx || 0), y: y(p.y) - 12, class: ""val"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,460,12,"g.append(el(""text"", { x: x(p.x) + (p.dx || 0), y: y(p.y) - 12, class: ""val"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,461,11,"""text-anchor"": p.anchor || ""middle"", ""font-size"": 11 },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,471,880,"const W = cfg.width || 880, padL = cfg.padL || 190, padR = 74, padT = 22, rowH = cfg.rowH || 26;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,471,190,"const W = cfg.width || 880, padL = cfg.padL || 190, padR = 74, padT = 22, rowH = cfg.rowH || 26;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,471,74,"const W = cfg.width || 880, padL = cfg.padL || 190, padR = 74, padT = 22, rowH = cfg.rowH || 26;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,471,22,"const W = cfg.width || 880, padL = cfg.padL || 190, padR = 74, padT = 22, rowH = cfg.rowH || 26;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,471,26,"const W = cfg.width || 880, padL = cfg.padL || 190, padR = 74, padT = 22, rowH = cfg.rowH || 26;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,472,44,const H = padT + rows.length * rowH + 44;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,473,1.1,const maxV = cfg.max || Math.max(...rows.map(r => r.value)) * 1.1;,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,474,0,"const x = linScale(0, maxV, padL, W - padR);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,475,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,475,0,"const g = el(""svg"", { width: W, height: H, viewBox: `0 0 ${W} ${H}`, role: ""img"", ""aria-label"": cfg.title });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,476,0,"niceTicks(0, maxV, 5).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,476,5,"niceTicks(0, maxV, 5).forEach(t => {","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,477,6,"g.append(el(""line"", { x1: x(t), x2: x(t), y1: padT - 6, y2: padT + rows.length * rowH,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,478,1,"stroke: ""var(--grid)"", ""stroke-width"": 1 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,479,18,"g.append(el(""text"", { x: x(t), y: padT + rows.length * rowH + 18, class: ""tick"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,480,0,"[document.createTextNode(cfg.fmtTick ? cfg.fmtTick(t) : f(t, 0))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,482,0,if (cfg.ref != null && cfg.ref >= 0 && cfg.ref <= maxV) {,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,483,9,"g.append(el(""line"", { x1: x(cfg.ref), x2: x(cfg.ref), y1: padT - 9, y2: padT + rows.length * rowH,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,484,1.5,"stroke: ""var(--ref)"", ""stroke-width"": 1.5 }));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,485,13,"g.append(el(""text"", { x: x(cfg.ref), y: padT - 13, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,488,2,"g.append(el(""text"", { x: (padL + W - padR) / 2, y: H - 6, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,488,6,"g.append(el(""text"", { x: (padL + W - padR) / 2, y: H - 6, class: ""axtitle"", ""text-anchor"": ""middle"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,491,2,"const cy = padT + i * rowH + rowH / 2, bh = Math.min(15, rowH - 9);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,491,15,"const cy = padT + i * rowH + rowH / 2, bh = Math.min(15, rowH - 9);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,491,9,"const cy = padT + i * rowH + rowH / 2, bh = Math.min(15, rowH - 9);","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,492,12,"g.append(el(""text"", { x: padL - 12, y: cy + 4, class: ""lab"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,492,4,"g.append(el(""text"", { x: padL - 12, y: cy + 4, class: ""lab"", ""text-anchor"": ""end"" },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,494,2,"const bar = el(""rect"", { x: padL, y: cy - bh / 2, width: Math.max(1, x(r.value) - padL), height: bh,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,494,1,"const bar = el(""rect"", { x: padL, y: cy - bh / 2, width: Math.max(1, x(r.value) - padL), height: bh,","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,495,3,"rx: 3, fill: r.color || cfg.color || S1 });","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,496,2,"bindTip(bar, `<b>${r.label}</b><span class=""r"">${cfg.fmtVal ? cfg.fmtVal(r.value) : f(r.value, 2)}</span>` +","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,499,8,"g.append(el(""text"", { x: x(r.value) + 8, y: cy + 4, class: ""val"", ""font-size"": 11.5 },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,499,4,"g.append(el(""text"", { x: x(r.value) + 8, y: cy + 4, class: ""val"", ""font-size"": 11.5 },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,499,11.5,"g.append(el(""text"", { x: x(r.value) + 8, y: cy + 4, class: ""val"", ""font-size"": 11.5 },","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,500,2,"[document.createTextNode(cfg.fmtVal ? cfg.fmtVal(r.value) : f(r.value, 2))]));","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,505,100%,/* ----------------------------------- 100% stacked horizontal outcome bars */,"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,507,900,"const W = cfg.width || 900, padL = cfg.padL || 245, padR = 128, padT = 30, rowH = cfg.rowH || 46;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_shared.js,507,245,"const W = cfg.width || 900, padL = cfg.padL || 245, padR = 128, padT = 30, rowH = cfg.rowH || 46;","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
